Name	Type	Link
EstateX	upcoming	https://estatex.net/
RightMesh	upcoming	https://www.rightmesh.io/
MagnumLink	upcoming	https://www.magnumlink.com/
Gaming Stars	upcoming	https://gaming-stars.net/
Micai	upcoming	https://micaiapp.com/
Zipper Global	upcoming	https://zipperglobal.com/
Eximchain	upcoming	https://www.eximchain.com/
MAVO	upcoming	https://www.mavotoken.com/
Pressco	upcoming	https://www.pressco.io/
SelfKey	upcoming	https://selfkey.org/
Bluzelle	upcoming	https://bluzelle.com/
DigiIndiaCoin	upcoming	https://digiindiacoin.com/#about
Bread	upcoming	https://token.breadapp.com/
BankEx	upcoming	https://bankex.com/en/
Lamden	upcoming	https://lamden.io/
Brisk Pass	upcoming	https://www.briskpass.com/
CRYX	upcoming	http://cryx.io/
Uptick	upcoming	https://token.getuptick.com/
Chasyr	upcoming	https://www.chasyr.com/tokensale
Dealhub Network	upcoming	https://dealhub.network/
Global Public Offering Fund	upcoming	http://gpo.fund/
Potentiam	upcoming	https://www.potentiam.io/
Quantum Gold	upcoming	http://qtumgold.com/
CanYa	upcoming	https://canya.io/
GILGAMESH PLATFORM	upcoming	https://www.gilgameshplatform.com/
SwipeCrypto	upcoming	https://www.swipecrypto.com 
SIKKA	upcoming	http://sikka.io/
Origin Trail	upcoming	http://origin-trail.com/token-sale/
GENESIS WORLD	upcoming	http://ico.genesis.world/
Tingo Coin	upcoming	http://tingocoin.com/
Virtu	upcoming	https://virtu.media/
Qchain	upcoming	https://qchain.co/
Apollo DAE	upcoming	https://apollodae.io/
Bitleaf	upcoming	http://www.leafai.co/
BODHI	upcoming	http://www.bodhi.network/
MINERVA	upcoming	https://minerva.com/
Unity Coin	upcoming	https://www.unitycoin.onewed.com/
Chain Effect	upcoming	https://www.chaineffect.net/
Loopring	upcoming	https://loopring.org/en/index.html
lltoken	upcoming	https://www.lltoken.com/
Aasani	upcoming	http://www.aasani.net/
BettingWin	upcoming	https://www.bettingwin.online/
JUSTMAKE	upcoming	https://www.justmake.org/
Silberpfeil	upcoming	https://silberpfeil.io/
The Rouge Project	upcoming	https://rouge.network/
SQTOKEN	upcoming	http://sqtoken.io/en/
SOCIALX	upcoming	https://socialx.network/
RADIX	upcoming	https://radix.global/
BLOCKSTACK	upcoming	https://blockstack.org/
POLKADOT	upcoming	https://polkadot.network/
Locolo	upcoming	http://locolo.me/
STORM	upcoming	http://stormtoken.com/
CPROP	upcoming	http://cprop.io/
PRIME-EX	upcoming	https://prime-ex.com/
LEGACY	upcoming	https://legacy.network/
PARETO NETWORK	upcoming	https://pareto.network/
ETCH	upcoming	https://etch.work/
ERACHAIN	upcoming	http://erachain.org/
NEUFUND	upcoming	https://neufund.org/commit/
x8	upcoming	https://x8currency.com/
DEEPSEE CURRENTSEE	upcoming	http://www.deepsee.io/
MONKEY CAPITAL	upcoming	https://www.monkey.capital/
TKON	upcoming	https://www.thekingof.net/tkon-coin
NEW DUBRAVA	upcoming	http://ramo.city/
HARBOUR	upcoming	https://harbour.tokenate.io/
ACUMEN (PRE-SALE)	upcoming	https://acumen.network/
DIT WEALTH CHAIN	upcoming	http://www.ditfin.com/
BITS.ESTATE	upcoming	https://www.bits.estate/
DETHER	upcoming	https://dether.io/
OFO COIN	upcoming	http://www.ofoco.in/
RADJAV	upcoming	https://radjav.com/
OMEGA ONE	upcoming	https://omega.one/
UJO	upcoming	https://ujomusic.com/
SWAP	upcoming	https://swap.tech/
PILLAR	upcoming	https://pillarproject.io
AUTORIA	upcoming	http://autoria.io/
ORC NETWORK	upcoming	https://orc.network/
INTERNET OF AGREEMENTS	upcoming	http://internetofagreements.com/
FINAMATRIX	upcoming	http://www.finamatrix.com/
Cat Game	upcoming	http://gameabout.cat/
GETGAME	upcoming	https://getgame.io/
FLUON	upcoming	http://fluons.org/
VEON	upcoming	https://veondao.info/
LIVEPEER	upcoming	https://livepeer.org/
RIGOBLOCK	upcoming	http://rigoblock.com/
Dharma	upcoming	https://dharma.io/
Xarcade	upcoming	http://www.xarcade.io/
Napoleon Capital	upcoming	http://napoleoncapital.com/ico/
ROOTSTOCK	upcoming	http://www.rsk.co/
HIVEMIND	upcoming	http://bitcoinhivemind.com/
DYNAMIS	upcoming	http://www.dynamisapp.com/
BOARDROOM	upcoming	http://boardroom.to/
DDAM	upcoming	http://ddam.io/
ORB	upcoming	https://imagine-orb.com/
YOYOW	upcoming	https://yoyow.org/
AKASHA	upcoming	https://akasha.world/
CODETRACT	upcoming	https://launch.codetract.io/
VIRTUE POKER	upcoming	https://virtue.poker/
CENTZ	upcoming	https://ico.centz.net/
ETHEREX	upcoming	https://etherex.org/
Truebit	upcoming	http://www.truebit.io/
REIDAO	upcoming	http://www.reidao.io/
Aether United	upcoming	http://aetherunited.com/
Cru Coins	upcoming	http://crucoins.com/
Vega	upcoming	http://www.vega.fund/
RealCoin RealT	past	http://www.rcrt.io/
XRONOS	past	https://www.xronos.space/
VanillaPlay	past	https://www.vanillaplay.io/
Dropfoods	past	https://www.dropfoods.com/en/ico
DecentBet	past	https://www.decent.bet/
Vote Coin	past	https://votecoin.site/
TensorBox	past	http://www.tensorbox.com/
Luxcoin	past	http://www.luxcoin.win/
Silberpfeil	past	http://silberpfeil.co/
BALANCE OPEN	past	https://balancemy.money/
[NSFW] SexService	past	https://sexservice.io/
COBINHOOD	past	http://cobinhood.com/
Notary Platform (NTRY)	past	http://www.notary-platform.com/
Autonio	past	https://auton.io/
ClearPoll	past	https://www.clearpoll.io/
GIMLI	past	http://gimli.io/
Circle	past	https://ico.circle-coin.com/
Sparkle Coin	past	https://app.sparklecoin.com/Home/IcoLanding
MONCRYPT	past	https://moncrypt.com/
CHEX	past	https://tokensale.thechex.com/
GOLDMINT	past	https://goldmint.io/
ACUMEN (MAIN SALE)	past	https://acumen.network/
[NSFW] Live Stars	past	http://livestars.io/
CryptoFund	past	https://crypto-fund.org/index.html
FLYP.ME	past	https://flyp.me/
SYNCHROLIFE	past	https://synchrolife.org/
Storiqa	past	https://ico.storiqa.com/
Premium Trade	past	https://www.premiumtrade.info/en.php
SANDCOIN	past	https://sandcoin.io/en
CHAINLINK	past	http://smartcontract.com/link
TriForce Tokens	past	https://triforcetokens.io/
Digital Assets Power Play	past	https://www.dapowerplay.com/
Dinnerful Network	past	https://www.dinnerfulnetwork.com/
Bitnan	past	https://ico.bitnan.com/en/
Genotik	past	https://genotik.com/
Spheris	past	https://spheris.io/
BlockRX	past	https://www.blockrx.com/
Synthium Health	past	https://tge.synthiumhealth.com/
Sincoin	past	https://www.getsincoin.io/contribute
HASHRUSH	past	https://www.hashrush.com/
CHANGE BANK	past	http://change-bank.com/
VR COIN	past	http://vrcoin.info/en
CRYPTUM	past	https://cryptum.co/
Plato Network	past	https://www.plato.network/
StreamSpace	past	https://www.stream.space/
IBUILDAPP	past	https://ibuildapp.io/
POPEIE	past	http://www.popeie.com/
Sunlightcoin	past	http://sunlightcoin.io/
BITJOB	past	https://bitjob.io/
TensorBit	past	http://tensorbit.net/
EVO	past	http://evo-ico.org/
HIPE	past	http://ico.hipe-me.com/
VCB TOKEN	past	http://cause-play.com/
ToTheMoonimus	past	https://tothemoonimus.com/
Request Network	past	https://request.network/
REFTOKEN	past	https://reftoken.io/
EcoGreenHouse	past	https://www.egh.io/en/
BECKSANG	past	https://www.becksang.com/
TEAMCOIN	past	http://teamco.in/
KEXCOIN	past	https://kexcoin.com/
STARTMINING	past	https://startmining.com/
Artemine	past	http://www.artemine.org/
Electroneum	past	http://electroneum.com/
Herocoin	past	https://www.herocoin.io/
DLS Academy	past	http://dlsacademy.io/
Paragon	past	https://paragoncoin.com/en
PROEMTHEUS	past	https://proemthe.us/
Hedge Token	past	https://www.hedge-crypto.com/
FlipCoin	past	https://www.flipcoinsale.com/
BmyCoin	past	https://bmybit.com/
HORYZON	past	https://horyzon.one/
DATABROKER DAO	past	https://databrokerdao.com/
LATOKEN	past	http://sale.latoken.com/
DomRaider	past	https://www.domraider.io/en/
REGA Risk Sharing	past	http://www.rega.life/
Ambrosus	past	https://ambrosus.com/
CINDICATOR	past	https://cindicator.com/
Anryze	past	https://tokensale.anryze.com/index.html
Zonto World	past	https://ico.zonto.world/
SPARTA	past	http://spartaico.com/
Siousada	past	http://siousada.io/
TIES.NETWORK	past	http://ties.network/?utm_source=icoalert.com&utm_medium=tracker
BitFlip Coin	past	https://bitflip.li/landing/ico
Blackmoon Crypto	past	https://blackmooncrypto.com/
PROPX	past	https://propxico.com/ico/
BMChain	past	http://bmchain.io/?utm_source=icoalert&utm_medium=listing&utm_campaign=ico
Halo Platform	past	https://www.haloplatform.tech/
MITO	past	https://mito.ipci.io/
Gold Invest	past	https://goldmtoken.com/
PlusCoin	past	http://plus-coin.com/en/
ESR Wallet	past	https://esrwallet.io/en/
Signal Trading	past	https://www.signaltrading.io/
NOVAcool	past	https://novacool.io/
ESTATE COIN	past	https://estate-coin.com/
AmberPort	past	http://www.amberport.io/
VISO	past	https://viso.global/
Oceanus Foundation	past	http://www.oceanus.tech/
Rich Coin	past	http://richcoin.io/
TELE2-teleport	past	https://tele2-teleport.io/
BEONE	past	https://be-one.co/
IMMLA	past	http://immla.io/
BITCOIN LOTTERY	past	https://www.btclotto.co.uk/
SCRYPTO	past	https://scrypto.io/ico/
Assistive Reality	past	https://aronline.io/
injoin	past	https://www.injoin.in/
CRYSTAL CLEAR SERVICES	past	http://crystal-clear.io/
Crypto Mutual Coin	past	http://cryptomc.com/index.html
LOOKREV	past	https://lookrev.com/
BELRIUM	past	https://www.belrium.io/
BITPOKER	past	http://www.bitpoker.io/
BETMASTER	past	https://betmaster.io/
Narbonne	past	http://narbonne.io/
RECOIN	past	http://www.jdsupra.com/legalnews/sec-enforcement-action-involving-84066/
Diamond Reserve Club	past	http://www.jdsupra.com/legalnews/sec-enforcement-action-involving-84066/
ROSENBRIDGE DIGITAL	past	https://www.rosenbridgedigital.org/
TOKENSTUB	past	https://tokenstub.io/
POWER LEDGER	past	https://powerledger.io/
FinShi Capital	past	http://finshi.capital/
ICOMG	past	http://icomg.io/
CENTRA	past	https://www.centra.tech/token-sale/
NINTH WONDER	past	https://www.ninthwonder.world/
MAECENAS	past	https://cofound.it/en/projects/maecenas/
Native Currency	past	http://nativecurrency.com/
Coinoor	past	http://coinoor.io/
Rpay	past	https://www.rpay.io/
ORIO (PRE-SALE)	past	https://www.orio.io/
Smartlands (PRE-SALE)	past	https://smartlands.io/
DECENTRALIZED ESCROW	past	https://descrow.org/en
GRAFT	past	https://www.graft.network/
Eidoo	past	https://eidoo.io/#eidoo_vision
jNetCoin	past	http://jnet1.co/en/
OXYCOIN	past	https://oxycoin.io/
ZLOADR	past	http://www.zloadr.com/
STABLE	past	https://stable.foundation/
PLANES CLOUD	past	http://planescloud.io/
803 Mine Project	past	http://www.803mine.com/
TerraMiner	past	http://terraminer.io/
UNIKRN	past	https://unikoingold.com/
Relest	past	https://ico.relest.io/
EVEREX	past	https://www.everex.io/
NAMETOKEN	past	https://www.nametoken.io/
JUST DATING SITE	past	https://ico.justdatingsite.com/
MAGOS	past	http://magos.io/
NWA	past	https://www.nwa.ltd/
IW World Exchange	past	http://www.ico.iwwexchange.com/
Bananacoin	past	https://www.bananacoin.io/
LITRA	past	http://www.litra.site/
AUcoin	past	http://ico-pgranville.online/
CombiCoin	past	https://triaconta.com/
F2UPhone	past	https://f2uphone.com/
BAOCHAIN	past	https://baochain.tech/
DiceyBit	past	https://diceybit.com/
INTEGRATIVE WALLET TOKEN	past	https://iwtoken.com/en/
Neuron	past	https://doc.ai/
OPAKECO FOUNDATION	past	https://www.opakeco.org/
Cove Identity	past	http://coveidentity.com/ico.html
Mandarin	past	http://mandarin.top/
REALITY CLASH	past	http://reality-clash.com/
GameCoin	past	https://gamecoin.global/
UOOMAG	past	http://uoomag.io/en/
OREN PLATFORM	past	https://orenplatform.com/?refUrl=icoalert
Streamr (PRE-SALE)	past	https://www.streamr.com/
Robot Vera	past	https://ico.robotvera.com/en/
KIN BY KIK	past	https://kin.kik.com/
ZILLA	past	http://zla.io/
MARTA	past	http://martaico.com/
Synthorn	past	https://synthorn.com/
Global Academy Place	past	https://globalacademyplace.com/ico/
AB-CHAIN (PRE-SALE)	past	https://ab-chain.com/
BLOCKOPTIONS	past	http://blockoptions.io/
Solomon Exchange	past	https://solomonex.info/
ICO of Thrones	past	https://westeroscoin.com/en/
WANCHAIN	past	https://wanchain.org/
BERITH	past	http://berith.co/en/
EVENTCHAIN	past	https://eventchain.io/
AVALON	past	https://avalon.nu/
BANER	past	https://ico.baner.su/
INTERNXT	past	https://internxt.io/
ASSET TOKEN	past	https://www.assettoken.io/
Privateers	past	https://privateers.life/
CryptoSoft	past	https://cryptosoft.org/ico/
Beertoken	past	https://www.beertoken.io/
GOLDENFLEECE	past	https://www.goldenfleece.co/
BET NETWORK	past	https://betnetwork.online/
ROIN	past	https://roin-ico.com/
AxionV	past	http://www.axionv.com/
Dolphin Blockchain Intelligence	past	https://presale.dolphin.bi/
KARBON	past	https://karbon.io/
RENT TOKEN	past	http://rent-token.com/
Matrexa	past	http://matrexa.io/
Global Business System	past	http://ico.b2b-gbs.com/
Like	past	http://likei.co/
TRACOR	past	http://www.tracornetwork.io/
HotelCoin	past	http://hotelcoin.pro/
KICKCITY (PRE-SALE)	past	http://ico.kickcity.io/
VIBEHUB	past	http://vibehub.io/
CCCOIN	past	http://www.cccoin.io/
Hackspace Capital	past	https://hackspace.capital/
CryptoFarm	past	http://ico-cryptofarm.net/
Nemesis	past	http://nemesis.codes/
Stake Pool	past	http://stakepool.co/
TEU / 300CUBITS	past	https://300cubits.tech/
DECENTRALAND (COMMUNITY ROUND)	past	https://decentraland.org/
GODZILLION	past	http://godzillion.io/crowdsale.html
DETECTOR TOKEN	past	https://detectortoken.com/ico/
MAMMOTH CASINO	past	https://mammoth.casino/
Lake Banker	past	https://lakebanker.com/
Natcoin	past	https://natcoin.io/
FLIK	past	http://www.theflik.io/
MAKERSMARKS	past	https://makersmarks.io/
PRESEARCH	past	http://presearch.io/
RED PULSE	past	https://coin.red-pulse.com/
PROOF (PRE-SALE)	past	https://www.proofsuite.com/presale
COMMODITY AD NETWORK	past	https://commodityadnetwork.com/ico/
Zero Traffic	past	https://www.zerotraffic.io/
Digi Token	past	https://www.digitoken.tech/
IGNITE	past	https://igniteratings.com/
IMPAK COIN	past	https://mpk.impak.eco/
[NSFW] Kencoin	past	https://kencoin.org/
onegram	past	https://onegram.org/
INTELLIGENT TRADING TECH	past	http://intelligenttrading.org/
PEERBANKS	past	https://peerbanks.org/
FOODCOIN	past	https://www.foodcoin.io/
GAMECASH	past	https://www.gamecash.technology/
Tettix	past	https://tettix.io/
MODUM	past	https://modum.io/tokensale/
GLUON	past	https://www.glutoken.com/
8Coin	past	http://8coin.io/
SUBSTRATUM	past	http://substratum.net/
THE FULL CONSENSUS FILMS	past	http://thefullconsensusfilms.com/
Ethbet	past	https://ethbet.io/
ALIS	past	https://alismedia.jp/
MILL OF BLOOD	past	https://millofblood.com/
DASERON	past	https://www.daseron.com/
Authorship	past	http://authorship.com/
SIFT	past	https://smartift.com/
ICOS	past	https://icos.icobox.io/
LATIUM	past	http://latium.org/
VT-City	past	https://www.vt-city.io/
EMPIRE CARD	past	http://empirecard.network/
CCORE	past	http://ccore.io/
BITDICE	past	https://ico.bitdice.me/
EQUI	past	https://equiplatform.io/
Aqua Rights	past	https://aquarights.com/
SOCIAL	past	https://ico.nexus.social/
EtherFlip	past	http://www.etherflip.co/
KICKICO	past	https://www.kickico.com/
KYBER NETWORK	past	https://kyber.network/
REAL	past	http://www.real.markets/
You Tweak It	past	http://youtweak.it/
ARCHAIN	past	https://www.archain.org/
ConnectWealth	past	https://www.connectwealth.net/
UMBRELLA COIN	past	https://www.umbrellacoin.org/
GISC LOANCOIN	past	https://crypto.giscorponline.com/
BLOCKPASS	past	https://blockpasscompany.github.io/blockpass-website/
SCORISTA	past	http://ico.scorista.com/
ENIGMA CATALYST	past	http://www.enigma.co/
PROSPECTORS	past	https://prospectors.io/
SMARTRE	past	https://www.smartre.io/
RIVETZ	past	https://rivetzintl.com/
FUJINTO	past	http://fujinto.io/
PROTOSTARR	past	https://protostarr.io/
TORRENTCHAIN	past	http://torrentchain.io/
STUFFGOGO	past	http://stuffgogo.com/
ALPENCOIN	past	https://www.alpencoin.com/
VENTANA	past	https://tokensale.veredictum.io/
FILECOIN	past	http://filecoin.io/
Ahoolee	past	http://ahoolee.io/
HUBII NETWORK	past	https://hubii.network/
Transmission	past	http://tmission.io/
PLEXCOIN	past	https://www.plexcoin.com/
POW FARM	past	http://www.powfarm.io/
CYBERY	past	https://cybery.pro/
AVENTUS	past	https://aventus.io/
COSS	past	https://coss.io/ico
WWAM	past	http://wwam.io/
BLOCKLANCER	past	https://blocklancer.net/
VIBERATE	past	https://www.viberate.io/
Bytom	past	http://bytom.io/en
Election Chain	past	https://www.electionchain.com/
TRON	past	https://tronlab.com/en.html
CHRONOLOGIC	past	https://chronologic.network/
BETKING	past	https://betking.io/
RGX20	past	https://rouge.network/token/
HUNTBET	past	https://huntbet.io/
NIMFAMONEY	past	https://www.nimfamoney.io/?utm_source=ICOALERT_COM&utm_medium=LINK_TO_WEBSITE&utm_campaign=ICO_JULY_2017
SOLAR DAO	past	http://solardao.me/
LOCKCHAIN	past	https://www.lockchain.io/
OPENZEN	past	http://openzen.co/
HELLOGOLD	past	https://www.hellogold.org/
REX	past	http://rexmls.com/
VISTA FINANCIAL	past	http://www.vistafin.com/
BITS DIGIT	past	https://bitsdigit.com/
MONETHA	past	http://www.monetha.io/
REVAIN	past	https://crowdsale.revain.org/
BOWHEAD HEALTH	past	https://www.bowheadhealth.com/
RADOS	past	https://www.rados.io/
BENJACOIN	past	https://www.benjacoin.com/
Indorse	past	http://www.indorse.io/
ConPay	past	https://conpay.io/
Gx Coin	past	https://www.genevieveco.com/
GROCERYX	past	http://www.groceryx.io/
REDTICKET	past	https://redticket.online/en/
GOLDEN MILE	past	https://www.goldenmile.io/
XPLAY	past	http://xplay.fund/
MOOSECOIN	past	http://www.moosecoin.io/
TOMAHAWKCOIN	past	http://www.tomahawkcoin.com/
Sosnovkino	past	http://sosnovkino.info/
7YPE	past	http://7ype.com/
CORION	past	https://www.corion.io/
IMPERIUM	past	https://www.imperium.network/
FLUENCE	past	http://fluence.ai/preico
OPUS	past	http://opus-foundation.org/
BITBOUNCE / CREDO	past	https://bitbounce.io/
LUXICO	past	http://luxico.io/
PROPY	past	http://tokensale.propy.com/
PAYPIE	past	https://www.paypie.com/
TRACKR	past	https://www.trackr.im/
ATB COIN	past	https://atbcoin.com/
ENJIN COIN	past	https://enjincoin.io/
OBSIDIAN	past	http://obsidianplatform.com/
SNAPUP	past	https://ico.snapup.biz/
SALT LENDING	past	https://saltlending.com/
TRAFFICX	past	http://trafficx.org/
[ICO CANCELLED] SLOTNSLOT	past	https://slotnslot.com/
GRANT HERO FOUNDATION	past	https://crowdsale.granthero.ngo/
NEBLIO	past	https://nebl.io/
FACECOIN	past	http://facecoin.tech/
LAMPIX	past	https://lampix.co/token.html
INTELLIUM	past	http://intellium-ico.com/index.html
BLOCKCAT	past	https://blockcat.io/
DECENTRALAND	past	https://decentraland.org/
LAMBO TOKEN	past	http://lambotoken.io/
KNOWS	past	https://www.knows.online/
MYBIT	past	http://mybit.io/
STOX	past	https://www.stox.com/
Agrello	past	https://www.agrello.org/
LAST WILL	past	https://lastwill.io/en/
8 CIRCUIT STUDIOS	past	https://www.tokensale.8circuitstudios.com
0X (ZRX)	past	https://www.0xproject.com/
TARGET COIN	past	https://www.tgtcoins.com/
BHOTSPOT	past	https://bhotspot.net/
TRAVELCOIN	past	https://www.travelcoins.io/
TRIBETOKEN	past	https://tribetoken.org/
HIVE PROJECT	past	https://www.hive-project.net/
SOCIALX (PRE-SALE)	past	https://socialx.network/
BOLENUM	past	http://bolenum.com/
COINJOB	past	http://www.coinjob.net/
A2B.Direct	past	http://ico.a2b.direct/
Suretly	past	https://www.ico.suretly.com/
SOMA (PRE-SALE)	past	https://soma.co/
DIGITAL DEVELOPERS FUND	past	https://www.digitaldevelopersfund.com/ico
DIMCOIN	past	https://www.dimcoin.io/
PO.ET	past	https://po.et/
World of Battles	past	https://ico.worldofbattles.io/
CRAZYBET	past	https://www.crazybet.io/
ARTCOIN	past	http://artcoin.fund
KUNA EXCHANGE	past	https://kuna.io/sco?lang=en
SOCCERCHAIN	past	http://www.soccerchain.com/
INVESTFEED	past	https://www.investfeed.com/
FOLIO NINJA	past	https://www.folio.ninja/
HUBCOIN	past	https://www.coinexchange.io/market/HUB/BTC
MOTHERSHIP	past	https://mothership.cx/
SENTIGRAPH	past	https://www.sentigraph.io/
BATTLEDROME	past	http://www.battledrome.io/
MONSTER BYTE	past	https://www.monsterbyte.io/ico
TIERION	past	https://tokensale.tierion.com/?utm_medium=listings&utm_source=icoalert&utm_campaign=tokensale
ALLOWANCE NETWORK	past	https://allowance.network/
district0x	past	https://district0x.io/
SUNCONTRACT	past	https://suncontract.org/
(PRESALE) Dentacoin	past	http://dentacoin.com/
SUPERIOR COIN	past	https://thesuperiorcoin.com/
DELPHI	past	https://delphi.markets/
LOOQ	past	https://looq.io/
INSUREX	past	https://www.insurex.co/
GIGA WATT	past	https://cryptonomos.com/wtt/
DROPLEX	past	https://droplex.org/index.php
TRUE FLIP LOTTERY	past	https://ico.trueflip.io/
dao.casino	past	https://dao.casino/
BLOCKTIX	past	https://blocktix.io/
DENT	past	https://www.dentcoin.com/
NEVERDIE	past	https://neverdie.com/
GEOFOUNDERS	past	http://www.geofounders.com/ico/
PRIMALBASE	past	http://primalbase.com/
ICON	past	https://icon.foundation/en/
FUND YOURSELF NOW	past	https://www.fundyourselfnow.com/
MASS	past	https://mass.cloud/
SkinCoin	past	https://skincoin.org/
BITCLAVE (PRE-SALE)	past	https://www.bitclave.com/
Gilgam.es	past	https://ico.gilgam.es/presale
SLOGN (PRE-SALE)	past	https://www.slogn.net/
ENCRYPGEN	past	http://www.encrypgen.com/ico/
BITQUENCE	past	https://www.bitquence.com/main/
POPULOUS	past	http://www.populous.co/
PRESSONE	past	https://press.one/
orocrypt	past	https://orocrypt.com/
COMPCOIN	past	https://compcoin.com/
TEZOS	past	https://tezos.com/
NIMIQ	past	https://nimiq.com/
Leviarcoin	past	https://leviarcoin.org/project
onplace	past	http://investments.onplace.io/
santiment	past	http://www.santiment.net/
POLYBIUS	past	https://polybius.io/
STARTA	past	https://startaico.com/
RIALTO.AI	past	https://www.rialto.ai/
ADEX NETWORK	past	http://www.adex.network/
Blockpool	past	https://blockpool.io/
DRP / DCORP	past	https://www.dcorp.it/
SPHRE	past	http://www.sphre.co/
CRYPVISER	past	https://ico.crypviser.net/
21MILLION	past	https://www.21million.co.uk/
NVO	past	https://nvo.io/
IDICE	past	https://crowdsale.idice.io/
adtoken	past	https://adtoken.com/
MaskNetwork	past	http://masknetwork.com/
CRYPTOPING	past	https://cryptoping.tech/
OCTANOX	past	http://octanox.org/
OMISE GO	past	https://omg.omise.co/
TENX	past	https://www.tenx.tech/
Open ANX	past	https://www.openanx.org/
FUNFAIR	past	https://www.funfair.io/
WAGERR	past	http://www.wagerr.com/
Civic	past	https://tokensale.civic.com
Internet Of Coins	past	https://coinstorm.net/
STATUS	past	https://status.im/
Beth	past	https://beth.jp/
Monaco	past	https://mona.co/
SONM	past	https://sonm.io/
Minexcoin	past	https://minexcoin.com/
BANCOR	past	https://www.bancor.network/
ZRCOIN	past	https://zrcoin.io/
ZIBER	past	https://ziber.io/
AETERNITY (ROUND 2)	past	http://www.aeternity.com/
Ecobit	past	http://ecobit.io/
cofound.it	past	https://cofound.it/
Voise	past	https://voise.it/
DECO	past	https://decocurrency.com/
PATIENTORY	past	http://www.patientory.com/
Embermine	past	https://embermine.com/
Adel	past	https://www.adelphoi.io/
Exscudo	past	https://exscudo.com/
BASIC ATTENTION TOKEN (BAT)	past	https://basicattentiontoken.org/
MYSTERIUM	past	https://mysterium.network/
Encryptotel	past	http://ico.encryptotel.com/
ZENGOLD	past	http://www.zengold.org/
STORJ	past	https://storj.me/2p1PybM
Mobilego	past	https://mobilego.io/
METAL	past	https://www.metalpay.com/
E4ROW	past	https://www.e4row.co.il/
QRL	past	http://theqrl.org/
Viva	past	https://vivaco.in/
Cryptoforecast	past	https://www.cryptoforecast.com/
ARAGON	past	https://aragon.network
ETH Bits	past	https://ico.ethbits.com/
Sikoba	past	http://www.sikoba.com/
Peerplays	past	https://www.peerplays.com/crowdfund/
The Legends Room	past	https://legendsroomlv.com/
Boscoin	past	https://www.boscoin.io/
Ethereum Movie Venture	past	http://ico.swisscoast.com/
Liberstad	past	http://www.liberstad.com/
Creativechain	past	https://creativechain.org/project/
TokenCard	past	http://tokencard.io/
